2026-06-18 12:24:03,10.0.0.2,10,1024,ACK_SENT
2026-06-18 12:35:21,10.0.0.2,1,128,ACK_SENT
2026-06-18 12:35:22,10.0.0.2,2,128,ACK_SENT
2026-06-18 12:35:22,10.0.0.2,3,128,ACK_SENT
2026-06-18 12:35:22,10.0.0.2,4,128,ACK_SENT
2026-06-18 12:35:22,10.0.0.2,5,128,ACK_SENT
2026-06-18 12:35:22,10.0.0.2,6,128,ACK_SENT
2026-06-18 12:35:23,10.0.0.2,7,128,ACK_SENT
2026-06-18 12:35:23,10.0.0.2,8,128,ACK_SENT
2026-06-18 12:35:23,10.0.0.2,9,128,ACK_SENT
2026-06-18 12:35:23,10.0.0.2,10,128,ACK_SENT
2026-06-18 12:35:24,10.0.0.2,1,128,ACK_SENT
2026-06-18 12:35:24,10.0.0.2,2,128,ACK_SENT
2026-06-18 12:35:24,10.0.0.2,3,128,ACK_SENT
2026-06-18 12:35:25,10.0.0.2,4,128,ACK_SENT
2026-06-18 12:35:25,10.0.0.2,5,128,ACK_SENT
2026-06-18 12:35:26,10.0.0.2,6,128,ACK_SENT
2026-06-18 12:35:26,10.0.0.2,7,128,ACK_SENT
2026-06-18 12:35:26,10.0.0.2,8,128,ACK_SENT
2026-06-18 12:35:27,10.0.0.2,9,128,ACK_SENT
2026-06-18 12:35:27,10.0.0.2,10,128,ACK_SENT
2026-06-18 12:35:28,10.0.0.2,1,512,ACK_SENT
2026-06-18 12:35:28,10.0.0.2,2,512,ACK_SENT
2026-06-18 12:35:28,10.0.0.2,3,512,ACK_SENT
2026-06-18 12:35:28,10.0.0.2,4,512,ACK_SENT
2026-06-18 12:35:28,10.0.0.2,5,512,ACK_SENT
2026-06-18 12:35:29,10.0.0.2,6,512,ACK_SENT
2026-06-18 12:35:29,10.0.0.2,7,512,ACK_SENT
2026-06-18 12:35:29,10.0.0.2,8,512,ACK_SENT
2026-06-18 12:35:29,10.0.0.2,9,512,ACK_SENT
2026-06-18 12:35:29,10.0.0.2,10,512,ACK_SENT
2026-06-18 12:35:30,10.0.0.2,1,512,ACK_SENT
2026-06-18 12:35:30,10.0.0.2,2,512,ACK_SENT
2026-06-18 12:35:31,10.0.0.2,3,512,ACK_SENT
2026-06-18 12:35:32,10.0.0.2,4,512,ACK_SENT
2026-06-18 12:35:33,10.0.0.2,5,512,ACK_SENT
2026-06-18 12:35:33,10.0.0.2,6,512,ACK_SENT
2026-06-18 12:35:33,10.0.0.2,7,512,ACK_SENT
2026-06-18 12:35:34,10.0.0.2,8,512,ACK_SENT
2026-06-18 12:35:34,10.0.0.2,9,512,ACK_SENT
2026-06-18 12:35:35,10.0.0.2,10,512,ACK_SENT
2026-06-18 12:35:35,10.0.0.2,1,1024,ACK_SENT
2026-06-18 12:35:35,10.0.0.2,2,1024,ACK_SENT
2026-06-18 12:35:35,10.0.0.2,3,1024,ACK_SENT
2026-06-18 12:35:36,10.0.0.2,4,1024,ACK_SENT
2026-06-18 12:35:36,10.0.0.2,5,1024,ACK_SENT
2026-06-18 12:35:36,10.0.0.2,6,1024,ACK_SENT
2026-06-18 12:35:36,10.0.0.2,7,1024,ACK_SENT
2026-06-18 12:35:36,10.0.0.2,8,1024,ACK_SENT
2026-06-18 12:35:37,10.0.0.2,9,1024,ACK_SENT
2026-06-18 12:35:37,10.0.0.2,10,1024,ACK_SENT
2026-06-18 12:35:37,10.0.0.2,1,1024,ACK_SENT
2026-06-18 12:35:38,10.0.0.2,2,1024,ACK_SENT
2026-06-18 12:35:38,10.0.0.2,3,1024,ACK_SENT
2026-06-18 12:35:38,10.0.0.2,4,1024,ACK_SENT
2026-06-18 12:35:39,10.0.0.2,5,1024,ACK_SENT
2026-06-18 12:35:39,10.0.0.2,6,1024,ACK_SENT
2026-06-18 12:35:40,10.0.0.2,7,1024,ACK_SENT
2026-06-18 12:35:40,10.0.0.2,8,1024,ACK_SENT
2026-06-18 12:35:40,10.0.0.2,9,1024,ACK_SENT
2026-06-18 12:35:41,10.0.0.2,10,1024,ACK_SENT
2026-06-18 14:18:48,10.0.0.2,1,128,ACK_SENT
2026-06-18 14:18:48,10.0.0.2,2,128,ACK_SENT
2026-06-18 14:18:48,10.0.0.2,3,128,ACK_SENT
2026-06-18 14:18:48,10.0.0.2,4,128,ACK_SENT
2026-06-18 14:18:49,10.0.0.2,5,128,ACK_SENT
2026-06-18 14:18:49,10.0.0.2,6,128,ACK_SENT
2026-06-18 14:18:49,10.0.0.2,7,128,ACK_SENT
2026-06-18 14:18:49,10.0.0.2,8,128,ACK_SENT
2026-06-18 14:18:49,10.0.0.2,9,128,ACK_SENT
2026-06-18 14:18:50,10.0.0.2,10,128,ACK_SENT
2026-06-18 14:18:50,10.0.0.2,1,128,ACK_SENT
2026-06-18 14:18:50,10.0.0.2,2,128,ACK_SENT
2026-06-18 14:18:51,10.0.0.2,3,128,ACK_SENT
2026-06-18 14:18:51,10.0.0.2,4,128,ACK_SENT
2026-06-18 14:18:52,10.0.0.2,5,128,ACK_SENT
2026-06-18 14:18:52,10.0.0.2,6,128,ACK_SENT
2026-06-18 14:18:52,10.0.0.2,7,128,ACK_SENT
2026-06-18 14:18:53,10.0.0.2,8,128,ACK_SENT
2026-06-18 14:18:53,10.0.0.2,9,128,ACK_SENT
2026-06-18 14:18:55,10.0.0.2,10,128,ACK_SENT
2026-06-18 14:18:55,10.0.0.2,1,512,ACK_SENT
2026-06-18 14:18:55,10.0.0.2,2,512,ACK_SENT
2026-06-18 14:18:55,10.0.0.2,3,512,ACK_SENT
2026-06-18 14:18:56,10.0.0.2,4,512,ACK_SENT
2026-06-18 14:18:56,10.0.0.2,5,512,ACK_SENT
2026-06-18 14:18:56,10.0.0.2,6,512,ACK_SENT
2026-06-18 14:18:56,10.0.0.2,7,512,ACK_SENT
2026-06-18 14:18:56,10.0.0.2,8,512,ACK_SENT
2026-06-18 14:18:57,10.0.0.2,9,512,ACK_SENT
2026-06-18 14:18:57,10.0.0.2,10,512,ACK_SENT
2026-06-18 14:18:57,10.0.0.2,1,512,ACK_SENT
2026-06-18 14:18:58,10.0.0.2,2,512,ACK_SENT
2026-06-18 14:18:58,10.0.0.2,3,512,ACK_SENT
2026-06-18 14:18:59,10.0.0.2,4,512,ACK_SENT
2026-06-18 14:18:59,10.0.0.2,5,512,ACK_SENT
2026-06-18 14:18:59,10.0.0.2,6,512,ACK_SENT
2026-06-18 14:19:00,10.0.0.2,7,512,ACK_SENT
2026-06-18 14:19:00,10.0.0.2,8,512,ACK_SENT
2026-06-18 14:19:01,10.0.0.2,9,512,ACK_SENT
2026-06-18 14:19:01,10.0.0.2,10,512,ACK_SENT
2026-06-18 14:19:01,10.0.0.2,1,1024,ACK_SENT
2026-06-18 14:19:02,10.0.0.2,2,1024,ACK_SENT
2026-06-18 14:19:02,10.0.0.2,3,1024,ACK_SENT
2026-06-18 14:19:02,10.0.0.2,4,1024,ACK_SENT
2026-06-18 14:19:02,10.0.0.2,5,1024,ACK_SENT
2026-06-18 14:19:02,10.0.0.2,6,1024,ACK_SENT
2026-06-18 14:19:03,10.0.0.2,7,1024,ACK_SENT
2026-06-18 14:19:03,10.0.0.2,8,1024,ACK_SENT
2026-06-18 14:19:03,10.0.0.2,9,1024,ACK_SENT
2026-06-18 14:19:03,10.0.0.2,10,1024,ACK_SENT
2026-06-18 14:19:04,10.0.0.2,1,1024,ACK_SENT
2026-06-18 14:19:04,10.0.0.2,2,1024,ACK_SENT
2026-06-18 14:19:04,10.0.0.2,3,1024,ACK_SENT
2026-06-18 14:19:05,10.0.0.2,4,1024,ACK_SENT
2026-06-18 14:19:05,10.0.0.2,5,1024,ACK_SENT
2026-06-18 14:19:06,10.0.0.2,6,1024,ACK_SENT
2026-06-18 14:19:06,10.0.0.2,7,1024,ACK_SENT
2026-06-18 14:19:06,10.0.0.2,8,1024,ACK_SENT
2026-06-18 14:19:07,10.0.0.2,9,1024,ACK_SENT
2026-06-18 14:19:07,10.0.0.2,10,1024,ACK_SENT
