timestamp,sender,receiver,message_type,message
2026-07-22 04:07:08,bot_user_1,ALL,broadcast,Automated test message 4 from bot_user_1
2026-07-22 04:07:08,bot_user_2,ALL,broadcast,Automated test message 4 from bot_user_2
2026-07-22 04:07:08,bot_user_0,ALL,broadcast,Automated test message 4 from bot_user_0
2026-07-22 04:07:08,bot_user_4,ALL,broadcast,Automated test message 4 from bot_user_4
2026-07-22 04:07:08,bot_user_3,ALL,broadcast,Automated test message 5 from bot_user_3
2026-07-22 04:07:08,bot_user_1,ALL,broadcast,Automated test message 5 from bot_user_1
2026-07-22 04:07:08,bot_user_2,ALL,broadcast,Automated test message 5 from bot_user_2
2026-07-22 04:07:08,bot_user_4,ALL,broadcast,Automated test message 5 from bot_user_4
2026-07-22 04:07:08,bot_user_0,ALL,broadcast,Automated test message 5 from bot_user_0
2026-07-22 04:07:08,bot_user_3,ALL,broadcast,Automated test message 6 from bot_user_3
2026-07-22 04:07:08,bot_user_1,ALL,broadcast,Automated test message 6 from bot_user_1
2026-07-22 04:07:08,bot_user_2,ALL,broadcast,Automated test message 6 from bot_user_2
2026-07-22 04:07:08,bot_user_4,ALL,broadcast,Automated test message 6 from bot_user_4
2026-07-22 04:07:08,bot_user_0,ALL,broadcast,Automated test message 6 from bot_user_0
2026-07-22 04:07:08,bot_user_3,ALL,broadcast,Automated test message 7 from bot_user_3
2026-07-22 04:07:08,bot_user_2,ALL,broadcast,Automated test message 7 from bot_user_2
2026-07-22 04:07:08,bot_user_4,ALL,broadcast,Automated test message 7 from bot_user_4
2026-07-22 04:07:08,bot_user_1,ALL,broadcast,Automated test message 7 from bot_user_1
2026-07-22 04:07:08,bot_user_0,ALL,broadcast,Automated test message 7 from bot_user_0
2026-07-22 04:07:08,bot_user_2,ALL,broadcast,Automated test message 8 from bot_user_2
2026-07-22 04:07:08,bot_user_1,ALL,broadcast,Automated test message 8 from bot_user_1
2026-07-22 04:07:08,bot_user_4,ALL,broadcast,Automated test message 8 from bot_user_4
2026-07-22 04:07:08,bot_user_3,ALL,broadcast,Automated test message 8 from bot_user_3
2026-07-22 04:07:08,bot_user_0,ALL,broadcast,Automated test message 8 from bot_user_0
2026-07-22 04:07:08,bot_user_2,ALL,broadcast,Automated test message 9 from bot_user_2
2026-07-22 04:07:08,bot_user_0,ALL,broadcast,Automated test message 9 from bot_user_0
2026-07-22 04:07:08,bot_user_3,ALL,broadcast,Automated test message 9 from bot_user_3
2026-07-22 04:07:08,bot_user_4,ALL,broadcast,Automated test message 9 from bot_user_4
2026-07-22 04:07:08,bot_user_1,ALL,broadcast,Automated test message 9 from bot_user_1
2026-07-22 04:07:08,bot_user_3,ALL,broadcast,Automated test message 10 from bot_user_3
2026-07-22 04:07:08,bot_user_4,ALL,broadcast,Automated test message 10 from bot_user_4
2026-07-22 04:07:08,bot_user_2,ALL,broadcast,Automated test message 10 from bot_user_2
2026-07-22 04:07:08,bot_user_1,ALL,broadcast,Automated test message 10 from bot_user_1
2026-07-22 04:07:08,bot_user_0,ALL,broadcast,Automated test message 10 from bot_user_0
2026-07-22 04:07:08,SERVER,ALL,system,bot_user_4 left the chat
2026-07-22 04:07:08,SERVER,ALL,system,bot_user_1 left the chat
2026-07-22 04:07:08,SERVER,ALL,system,bot_user_3 left the chat
2026-07-22 04:07:08,SERVER,ALL,system,bot_user_2 left the chat
2026-07-22 04:07:08,SERVER,ALL,system,bot_user_0 left the chat
2026-07-22 04:07:12,SERVER,ALL,system,bot_user_1 joined the chat
2026-07-22 04:07:12,SERVER,ALL,system,bot_user_3 joined the chat
2026-07-22 04:07:12,SERVER,ALL,system,bot_user_4 joined the chat
2026-07-22 04:07:12,SERVER,ALL,system,bot_user_2 joined the chat
2026-07-22 04:07:12,SERVER,ALL,system,bot_user_6 joined the chat
2026-07-22 04:07:12,SERVER,ALL,system,bot_user_0 joined the chat
2026-07-22 04:07:12,SERVER,ALL,system,bot_user_5 joined the chat
2026-07-22 04:07:12,SERVER,ALL,system,bot_user_7 joined the chat
2026-07-22 04:07:13,bot_user_7,ALL,broadcast,Automated test message 1 from bot_user_7
2026-07-22 04:07:13,bot_user_7,ALL,broadcast,Automated test message 2 from bot_user_7
2026-07-22 04:07:13,bot_user_7,ALL,broadcast,Automated test message 3 from bot_user_7
2026-07-22 04:07:13,bot_user_7,ALL,broadcast,Automated test message 4 from bot_user_7
2026-07-22 04:07:13,bot_user_7,ALL,broadcast,Automated test message 5 from bot_user_7
2026-07-22 04:07:13,bot_user_7,ALL,broadcast,Automated test message 6 from bot_user_7
2026-07-22 04:07:13,bot_user_7,ALL,broadcast,Automated test message 7 from bot_user_7
2026-07-22 04:07:14,bot_user_7,ALL,broadcast,Automated test message 8 from bot_user_7
2026-07-22 04:07:14,bot_user_7,ALL,broadcast,Automated test message 9 from bot_user_7
2026-07-22 04:07:14,bot_user_7,ALL,broadcast,Automated test message 10 from bot_user_7
2026-07-22 04:07:14,SERVER,ALL,system,bot_user_7 left the chat
2026-07-22 04:07:15,bot_user_5,ALL,broadcast,Automated test message 1 from bot_user_5
2026-07-22 04:07:15,bot_user_4,ALL,broadcast,Automated test message 1 from bot_user_4
2026-07-22 04:07:15,bot_user_0,ALL,broadcast,Automated test message 1 from bot_user_0
2026-07-22 04:07:15,bot_user_6,ALL,broadcast,Automated test message 1 from bot_user_6
2026-07-22 04:07:15,bot_user_1,ALL,broadcast,Automated test message 1 from bot_user_1
2026-07-22 04:07:15,bot_user_3,ALL,broadcast,Automated test message 1 from bot_user_3
2026-07-22 04:07:15,bot_user_2,ALL,broadcast,Automated test message 1 from bot_user_2
2026-07-22 04:07:15,bot_user_1,ALL,broadcast,Automated test message 2 from bot_user_1
2026-07-22 04:07:15,bot_user_3,ALL,broadcast,Automated test message 2 from bot_user_3
2026-07-22 04:07:15,bot_user_2,ALL,broadcast,Automated test message 2 from bot_user_2
2026-07-22 04:07:15,bot_user_4,ALL,broadcast,Automated test message 2 from bot_user_4
2026-07-22 04:07:15,bot_user_0,ALL,broadcast,Automated test message 2 from bot_user_0
2026-07-22 04:07:15,bot_user_5,ALL,broadcast,Automated test message 2 from bot_user_5
2026-07-22 04:07:15,bot_user_6,ALL,broadcast,Automated test message 2 from bot_user_6
2026-07-22 04:07:15,bot_user_1,ALL,broadcast,Automated test message 3 from bot_user_1
2026-07-22 04:07:15,bot_user_3,ALL,broadcast,Automated test message 3 from bot_user_3
2026-07-22 04:07:15,bot_user_2,ALL,broadcast,Automated test message 3 from bot_user_2
2026-07-22 04:07:15,bot_user_0,ALL,broadcast,Automated test message 3 from bot_user_0
2026-07-22 04:07:15,bot_user_4,ALL,broadcast,Automated test message 3 from bot_user_4
2026-07-22 04:07:15,bot_user_6,ALL,broadcast,Automated test message 3 from bot_user_6
2026-07-22 04:07:15,bot_user_5,ALL,broadcast,Automated test message 3 from bot_user_5
2026-07-22 04:07:15,bot_user_1,ALL,broadcast,Automated test message 4 from bot_user_1
2026-07-22 04:07:15,bot_user_3,ALL,broadcast,Automated test message 4 from bot_user_3
2026-07-22 04:07:15,bot_user_2,ALL,broadcast,Automated test message 4 from bot_user_2
2026-07-22 04:07:15,bot_user_4,ALL,broadcast,Automated test message 4 from bot_user_4
2026-07-22 04:07:15,bot_user_0,ALL,broadcast,Automated test message 4 from bot_user_0
2026-07-22 04:07:15,bot_user_5,ALL,broadcast,Automated test message 4 from bot_user_5
2026-07-22 04:07:15,bot_user_6,ALL,broadcast,Automated test message 4 from bot_user_6
2026-07-22 04:07:15,bot_user_1,ALL,broadcast,Automated test message 5 from bot_user_1
2026-07-22 04:07:15,bot_user_3,ALL,broadcast,Automated test message 5 from bot_user_3
2026-07-22 04:07:15,bot_user_2,ALL,broadcast,Automated test message 5 from bot_user_2
2026-07-22 04:07:15,bot_user_4,ALL,broadcast,Automated test message 5 from bot_user_4
2026-07-22 04:07:15,bot_user_0,ALL,broadcast,Automated test message 5 from bot_user_0
2026-07-22 04:07:15,bot_user_5,ALL,broadcast,Automated test message 5 from bot_user_5
2026-07-22 04:07:15,bot_user_6,ALL,broadcast,Automated test message 5 from bot_user_6
2026-07-22 04:07:15,bot_user_1,ALL,broadcast,Automated test message 6 from bot_user_1
2026-07-22 04:07:15,bot_user_3,ALL,broadcast,Automated test message 6 from bot_user_3
2026-07-22 04:07:15,bot_user_2,ALL,broadcast,Automated test message 6 from bot_user_2
2026-07-22 04:07:15,bot_user_4,ALL,broadcast,Automated test message 6 from bot_user_4
2026-07-22 04:07:15,bot_user_0,ALL,broadcast,Automated test message 6 from bot_user_0
2026-07-22 04:07:15,bot_user_5,ALL,broadcast,Automated test message 6 from bot_user_5
2026-07-22 04:07:15,bot_user_6,ALL,broadcast,Automated test message 6 from bot_user_6
2026-07-22 04:07:15,bot_user_1,ALL,broadcast,Automated test message 7 from bot_user_1
2026-07-22 04:07:15,bot_user_3,ALL,broadcast,Automated test message 7 from bot_user_3
2026-07-22 04:07:15,bot_user_4,ALL,broadcast,Automated test message 7 from bot_user_4
2026-07-22 04:07:15,bot_user_2,ALL,broadcast,Automated test message 7 from bot_user_2
2026-07-22 04:07:15,bot_user_0,ALL,broadcast,Automated test message 7 from bot_user_0
2026-07-22 04:07:15,bot_user_5,ALL,broadcast,Automated test message 7 from bot_user_5
2026-07-22 04:07:15,bot_user_6,ALL,broadcast,Automated test message 7 from bot_user_6
2026-07-22 04:07:16,bot_user_1,ALL,broadcast,Automated test message 8 from bot_user_1
2026-07-22 04:07:16,bot_user_3,ALL,broadcast,Automated test message 8 from bot_user_3
2026-07-22 04:07:16,bot_user_4,ALL,broadcast,Automated test message 8 from bot_user_4
2026-07-22 04:07:16,bot_user_2,ALL,broadcast,Automated test message 8 from bot_user_2
2026-07-22 04:07:16,bot_user_0,ALL,broadcast,Automated test message 8 from bot_user_0
2026-07-22 04:07:16,bot_user_5,ALL,broadcast,Automated test message 8 from bot_user_5
2026-07-22 04:07:16,bot_user_6,ALL,broadcast,Automated test message 8 from bot_user_6
2026-07-22 04:07:16,bot_user_1,ALL,broadcast,Automated test message 9 from bot_user_1
2026-07-22 04:07:16,bot_user_3,ALL,broadcast,Automated test message 9 from bot_user_3
2026-07-22 04:07:16,bot_user_4,ALL,broadcast,Automated test message 9 from bot_user_4
2026-07-22 04:07:16,bot_user_2,ALL,broadcast,Automated test message 9 from bot_user_2
2026-07-22 04:07:16,bot_user_0,ALL,broadcast,Automated test message 9 from bot_user_0
2026-07-22 04:07:16,bot_user_5,ALL,broadcast,Automated test message 9 from bot_user_5
2026-07-22 04:07:16,bot_user_6,ALL,broadcast,Automated test message 9 from bot_user_6
2026-07-22 04:07:16,bot_user_1,ALL,broadcast,Automated test message 10 from bot_user_1
2026-07-22 04:07:16,bot_user_3,ALL,broadcast,Automated test message 10 from bot_user_3
2026-07-22 04:07:16,bot_user_4,ALL,broadcast,Automated test message 10 from bot_user_4
2026-07-22 04:07:16,bot_user_2,ALL,broadcast,Automated test message 10 from bot_user_2
2026-07-22 04:07:16,bot_user_5,ALL,broadcast,Automated test message 10 from bot_user_5
2026-07-22 04:07:16,bot_user_0,ALL,broadcast,Automated test message 10 from bot_user_0
2026-07-22 04:07:16,bot_user_6,ALL,broadcast,Automated test message 10 from bot_user_6
2026-07-22 04:07:16,SERVER,ALL,system,bot_user_1 left the chat
2026-07-22 04:07:16,SERVER,ALL,system,bot_user_3 left the chat
2026-07-22 04:07:16,SERVER,ALL,system,bot_user_2 left the chat
2026-07-22 04:07:16,SERVER,ALL,system,bot_user_4 left the chat
2026-07-22 04:07:16,SERVER,ALL,system,bot_user_0 left the chat
2026-07-22 04:07:16,SERVER,ALL,system,bot_user_5 left the chat
2026-07-22 04:07:16,SERVER,ALL,system,bot_user_6 left the chat
2026-07-22 04:07:19,SERVER,ALL,system,bot_user_0 joined the chat
2026-07-22 04:07:19,SERVER,ALL,system,bot_user_7 joined the chat
2026-07-22 04:07:19,SERVER,ALL,system,bot_user_3 joined the chat
2026-07-22 04:07:19,SERVER,ALL,system,bot_user_8 joined the chat
2026-07-22 04:07:19,SERVER,ALL,system,bot_user_2 joined the chat
2026-07-22 04:07:19,SERVER,ALL,system,bot_user_4 joined the chat
2026-07-22 04:07:19,SERVER,ALL,system,bot_user_5 joined the chat
2026-07-22 04:07:19,SERVER,ALL,system,bot_user_9 joined the chat
2026-07-22 04:07:19,SERVER,ALL,system,bot_user_6 joined the chat
2026-07-22 04:07:19,SERVER,ALL,system,bot_user_1 joined the chat
2026-07-22 04:07:20,bot_user_9,ALL,broadcast,Automated test message 1 from bot_user_9
2026-07-22 04:07:20,bot_user_9,ALL,broadcast,Automated test message 2 from bot_user_9
2026-07-22 04:07:21,bot_user_9,ALL,broadcast,Automated test message 3 from bot_user_9
2026-07-22 04:07:21,bot_user_9,ALL,broadcast,Automated test message 4 from bot_user_9
2026-07-22 04:07:21,bot_user_9,ALL,broadcast,Automated test message 5 from bot_user_9
2026-07-22 04:07:21,bot_user_9,ALL,broadcast,Automated test message 6 from bot_user_9
2026-07-22 04:07:21,bot_user_9,ALL,broadcast,Automated test message 7 from bot_user_9
2026-07-22 04:07:21,bot_user_9,ALL,broadcast,Automated test message 8 from bot_user_9
2026-07-22 04:07:21,bot_user_9,ALL,broadcast,Automated test message 9 from bot_user_9
2026-07-22 04:07:21,bot_user_9,ALL,broadcast,Automated test message 10 from bot_user_9
2026-07-22 04:07:21,SERVER,ALL,system,bot_user_9 left the chat
2026-07-22 04:07:22,bot_user_1,ALL,broadcast,Automated test message 1 from bot_user_1
2026-07-22 04:07:22,bot_user_8,ALL,broadcast,Automated test message 1 from bot_user_8
2026-07-22 04:07:22,bot_user_2,ALL,broadcast,Automated test message 1 from bot_user_2
2026-07-22 04:07:22,bot_user_2,ALL,broadcast,Automated test message 2 from bot_user_2
2026-07-22 04:07:22,bot_user_8,ALL,broadcast,Automated test message 2 from bot_user_8
2026-07-22 04:07:22,bot_user_1,ALL,broadcast,Automated test message 2 from bot_user_1
2026-07-22 04:07:23,bot_user_2,ALL,broadcast,Automated test message 3 from bot_user_2
2026-07-22 04:07:23,bot_user_1,ALL,broadcast,Automated test message 3 from bot_user_1
2026-07-22 04:07:23,bot_user_8,ALL,broadcast,Automated test message 3 from bot_user_8
2026-07-22 04:07:23,bot_user_8,ALL,broadcast,Automated test message 4 from bot_user_8
2026-07-22 04:07:23,bot_user_2,ALL,broadcast,Automated test message 4 from bot_user_2
2026-07-22 04:07:23,bot_user_1,ALL,broadcast,Automated test message 4 from bot_user_1
2026-07-22 04:07:23,bot_user_8,ALL,broadcast,Automated test message 5 from bot_user_8
2026-07-22 04:07:23,bot_user_2,ALL,broadcast,Automated test message 5 from bot_user_2
2026-07-22 04:07:23,bot_user_1,ALL,broadcast,Automated test message 5 from bot_user_1
2026-07-22 04:07:23,bot_user_8,ALL,broadcast,Automated test message 6 from bot_user_8
2026-07-22 04:07:23,bot_user_2,ALL,broadcast,Automated test message 6 from bot_user_2
2026-07-22 04:07:23,bot_user_1,ALL,broadcast,Automated test message 6 from bot_user_1
2026-07-22 04:07:23,bot_user_8,ALL,broadcast,Automated test message 7 from bot_user_8
2026-07-22 04:07:23,bot_user_2,ALL,broadcast,Automated test message 7 from bot_user_2
2026-07-22 04:07:23,bot_user_1,ALL,broadcast,Automated test message 7 from bot_user_1
2026-07-22 04:07:23,bot_user_8,ALL,broadcast,Automated test message 8 from bot_user_8
2026-07-22 04:07:23,bot_user_2,ALL,broadcast,Automated test message 8 from bot_user_2
2026-07-22 04:07:23,bot_user_1,ALL,broadcast,Automated test message 8 from bot_user_1
2026-07-22 04:07:23,bot_user_8,ALL,broadcast,Automated test message 9 from bot_user_8
2026-07-22 04:07:23,bot_user_2,ALL,broadcast,Automated test message 9 from bot_user_2
2026-07-22 04:07:23,bot_user_1,ALL,broadcast,Automated test message 9 from bot_user_1
2026-07-22 04:07:23,bot_user_8,ALL,broadcast,Automated test message 10 from bot_user_8
2026-07-22 04:07:23,bot_user_2,ALL,broadcast,Automated test message 10 from bot_user_2
2026-07-22 04:07:23,bot_user_1,ALL,broadcast,Automated test message 10 from bot_user_1
2026-07-22 04:07:23,SERVER,ALL,system,bot_user_8 left the chat
2026-07-22 04:07:23,SERVER,ALL,system,bot_user_2 left the chat
2026-07-22 04:07:23,SERVER,ALL,system,bot_user_1 left the chat
2026-07-22 04:07:24,bot_user_3,ALL,broadcast,Automated test message 1 from bot_user_3
2026-07-22 04:07:24,bot_user_7,ALL,broadcast,Automated test message 1 from bot_user_7
2026-07-22 04:07:24,bot_user_4,ALL,broadcast,Automated test message 1 from bot_user_4
2026-07-22 04:07:24,bot_user_7,ALL,broadcast,Automated test message 2 from bot_user_7
2026-07-22 04:07:25,bot_user_4,ALL,broadcast,Automated test message 2 from bot_user_4
2026-07-22 04:07:25,bot_user_3,ALL,broadcast,Automated test message 2 from bot_user_3
2026-07-22 04:07:25,bot_user_7,ALL,broadcast,Automated test message 3 from bot_user_7
2026-07-22 04:07:25,bot_user_4,ALL,broadcast,Automated test message 3 from bot_user_4
2026-07-22 04:07:25,bot_user_3,ALL,broadcast,Automated test message 3 from bot_user_3
2026-07-22 04:07:25,bot_user_7,ALL,broadcast,Automated test message 4 from bot_user_7
2026-07-22 04:07:25,bot_user_4,ALL,broadcast,Automated test message 4 from bot_user_4
2026-07-22 04:07:25,bot_user_3,ALL,broadcast,Automated test message 4 from bot_user_3
2026-07-22 04:07:25,bot_user_7,ALL,broadcast,Automated test message 5 from bot_user_7
2026-07-22 04:07:25,bot_user_4,ALL,broadcast,Automated test message 5 from bot_user_4
2026-07-22 04:07:25,bot_user_3,ALL,broadcast,Automated test message 5 from bot_user_3
2026-07-22 04:07:25,bot_user_7,ALL,broadcast,Automated test message 6 from bot_user_7
2026-07-22 04:07:25,bot_user_4,ALL,broadcast,Automated test message 6 from bot_user_4
2026-07-22 04:07:25,bot_user_3,ALL,broadcast,Automated test message 6 from bot_user_3
2026-07-22 04:07:25,bot_user_7,ALL,broadcast,Automated test message 7 from bot_user_7
2026-07-22 04:07:25,bot_user_4,ALL,broadcast,Automated test message 7 from bot_user_4
2026-07-22 04:07:25,bot_user_3,ALL,broadcast,Automated test message 7 from bot_user_3
2026-07-22 04:07:25,bot_user_7,ALL,broadcast,Automated test message 8 from bot_user_7
2026-07-22 04:07:25,bot_user_4,ALL,broadcast,Automated test message 8 from bot_user_4
2026-07-22 04:07:25,bot_user_3,ALL,broadcast,Automated test message 8 from bot_user_3
2026-07-22 04:07:25,bot_user_7,ALL,broadcast,Automated test message 9 from bot_user_7
2026-07-22 04:07:25,bot_user_4,ALL,broadcast,Automated test message 9 from bot_user_4
2026-07-22 04:07:25,bot_user_3,ALL,broadcast,Automated test message 9 from bot_user_3
2026-07-22 04:07:25,bot_user_7,ALL,broadcast,Automated test message 10 from bot_user_7
2026-07-22 04:07:25,bot_user_4,ALL,broadcast,Automated test message 10 from bot_user_4
2026-07-22 04:07:25,bot_user_3,ALL,broadcast,Automated test message 10 from bot_user_3
2026-07-22 04:07:25,SERVER,ALL,system,bot_user_4 left the chat
2026-07-22 04:07:25,SERVER,ALL,system,bot_user_7 left the chat
2026-07-22 04:07:25,SERVER,ALL,system,bot_user_3 left the chat
2026-07-22 04:07:26,bot_user_0,ALL,broadcast,Automated test message 1 from bot_user_0
2026-07-22 04:07:27,bot_user_0,ALL,broadcast,Automated test message 2 from bot_user_0
2026-07-22 04:07:27,bot_user_0,ALL,broadcast,Automated test message 3 from bot_user_0
2026-07-22 04:07:27,bot_user_0,ALL,broadcast,Automated test message 4 from bot_user_0
2026-07-22 04:07:27,bot_user_0,ALL,broadcast,Automated test message 5 from bot_user_0
2026-07-22 04:07:27,bot_user_0,ALL,broadcast,Automated test message 6 from bot_user_0
2026-07-22 04:07:27,bot_user_0,ALL,broadcast,Automated test message 7 from bot_user_0
2026-07-22 04:07:27,bot_user_0,ALL,broadcast,Automated test message 8 from bot_user_0
2026-07-22 04:07:27,bot_user_0,ALL,broadcast,Automated test message 9 from bot_user_0
2026-07-22 04:07:27,bot_user_0,ALL,broadcast,Automated test message 10 from bot_user_0
2026-07-22 04:07:27,SERVER,ALL,system,bot_user_0 left the chat
2026-07-22 04:07:28,bot_user_5,ALL,broadcast,Automated test message 1 from bot_user_5
2026-07-22 04:07:28,bot_user_6,ALL,broadcast,Automated test message 1 from bot_user_6
2026-07-22 04:07:29,bot_user_5,ALL,broadcast,Automated test message 2 from bot_user_5
2026-07-22 04:07:29,bot_user_6,ALL,broadcast,Automated test message 2 from bot_user_6
2026-07-22 04:07:29,bot_user_5,ALL,broadcast,Automated test message 3 from bot_user_5
2026-07-22 04:07:29,bot_user_6,ALL,broadcast,Automated test message 3 from bot_user_6
2026-07-22 04:07:29,bot_user_5,ALL,broadcast,Automated test message 4 from bot_user_5
2026-07-22 04:07:29,bot_user_6,ALL,broadcast,Automated test message 4 from bot_user_6
2026-07-22 04:07:29,bot_user_5,ALL,broadcast,Automated test message 5 from bot_user_5
2026-07-22 04:07:29,bot_user_6,ALL,broadcast,Automated test message 5 from bot_user_6
2026-07-22 04:07:29,bot_user_5,ALL,broadcast,Automated test message 6 from bot_user_5
2026-07-22 04:07:29,bot_user_6,ALL,broadcast,Automated test message 6 from bot_user_6
2026-07-22 04:07:29,bot_user_5,ALL,broadcast,Automated test message 7 from bot_user_5
2026-07-22 04:07:29,bot_user_6,ALL,broadcast,Automated test message 7 from bot_user_6
2026-07-22 04:07:29,bot_user_5,ALL,broadcast,Automated test message 8 from bot_user_5
2026-07-22 04:07:29,bot_user_6,ALL,broadcast,Automated test message 8 from bot_user_6
2026-07-22 04:07:29,bot_user_6,ALL,broadcast,Automated test message 9 from bot_user_6
2026-07-22 04:07:29,bot_user_5,ALL,broadcast,Automated test message 9 from bot_user_5
2026-07-22 04:07:29,bot_user_6,ALL,broadcast,Automated test message 10 from bot_user_6
2026-07-22 04:07:29,bot_user_5,ALL,broadcast,Automated test message 10 from bot_user_5
2026-07-22 04:07:29,SERVER,ALL,system,bot_user_6 left the chat
2026-07-22 04:07:29,SERVER,ALL,system,bot_user_5 left the chat
